Column1,name,username,verified,followers,description
1641,danny,wimhawf,FALSE,2259,"trainee counsellor & recovered addict. tweet about music, fitba, politics, mental health & recovery. trans rights are human rights.

he/him."
2426,Jess O'Thomson ♿️ 🏳️‍⚧️,jessothomson,FALSE,2259,"Freelance journalist. Trans & Disabled activist. Legal researcher, writer, and speaker.

LLM @LSJ_Leeds. Volunteer researcher @trans_safety"
2779,Anne Rae #do-gooder 🇺🇦,MarieIllinois,FALSE,2259,"#GTTO,#European, #StandwithUkraine, French speaker, married mum of 2, RTs and likes don’t mean endorsement #FBPPR #FBPE #BlackLivesMatter #RefugeesWelcome"
2383,Esther ⭐️💙⭐️💙,EstherAkinRN,FALSE,2257,Paeds nurse. Dyslexic. Working on anti- racism @nursesequality Suffering Chelsea FC fan 💙🚫 DM. estherakin.enquiries@gmail.com
2237,Esther ⭐️💙⭐️💙,EstherAkinRN,FALSE,2257,Paeds nurse. Dyslexic. Working on anti- racism @nursesequality Suffering Chelsea FC fan 💙🚫 DM. estherakin.enquiries@gmail.com
70,Dr Lee John Curley,Psycurlogy,FALSE,2254,"Decision scientist interested in cognitive bias, rationality and juror decision making. Lecturer at the Open University. Views my own."
19,SL,thfcsamuel_,FALSE,2253,"Spurs survivor, F1 enjoyer, TV and series watcher. Hate ENIC"
978,Richard Amm ♿️🌍👨‍🦼,Richard_Amm,FALSE,2253,"Researcher: Disability, Design and Innovation MSc, BSc Research Psychologist, Campaigner, Artist, Disability Commissioner for Lewisham, Wheelchair user ♿"
1701,Mia,BlowMiaKiss,FALSE,2252,"Aspiring catlady with a Masters in Neuroscience. Emergency Med & Paeds Emergency Med. USC Trojans, 49ers, Merseyside Nighthawks ♥️🏈 She/Her."
2073,Joe O'Toole 🌹🌈🏳️‍⚧️,JoeOTooIe,FALSE,2250,"pluralist, anti-brexit democratic socialist • speaker for @Labour4PR • national committee for @Another_Europe"
1035,Nick Mitchener or crossjack or crossjacktar💙🔻🌻,crossjacktar,FALSE,2242,"Phys labtech, rtd Co Dir, MIoP, RScitech, Physics, clocks, Sci Instruments, eng, sailing & current affairs. My A level physics was 50 yrs ago! He/Him 🏳️‍🌈"
1444,Dr Matilda 🏳️‍🌈 🏳️‍⚧️ VOTE YES,matilda_jt,FALSE,2242,"Dr of Human Geography, precarious postdoc and queer trade unionist. Anti-authoritarian, feminist left @UCUCommons
Bad bisexual. She/her"
457,Kensington & Chelsea #LibDems🔶🇪🇺,KCLibDems,FALSE,2230,"Join us to #HoldThemToAccount. Fight for a safer, greener, fairer K&C.  
Imprint: https://t.co/zsxetSMjEV"
2808,Popsicle,C_mydas,FALSE,2225,Mostly anti-Brexit rambling with the odd scuba/science/space/feminist post...#FBPE #FBPPR #FBR #BLM
2453,50 cent areolas,tjoendy,FALSE,2218,cuore strappato (all pronouns) @UnionStGilloise
790,sel // B L M,thelaastjedi,FALSE,2211,✿ first love / late spring ✿ 23 ✿ she//her ✿
101,🐢 Sandpit Turtle 🐢,sandpitsquirtal,FALSE,2206,• 25 • 🌱 • Tattooed Goddess • Unapologetic Yorkshire Rose l • ♎️ • 🏳️‍🌈• #ProChoice • she/her • BLM
964,Queera Vulgaris 🏳️‍🌈🏳️‍⚧️🏴󠁧󠁢󠁳󠁣󠁴󠁿,Legoshoes,FALSE,2203,"Still Queer. Black Lives Still Matter. Trans Liberation! 18+ ~ opinions are my own. (He/They) AD: @smuttyshoes PFP: @verface, header: @Alpacascribbles"
1499,radgeygadgey,theradgeygadgey,FALSE,2194,"In these troubled times only #GaryLineker shows the way for the world. He is the light in the darkness, the soothing voice amidst the cacophony of hate."
563,Georgia👩🏻‍🔬,thebibliophile9,FALSE,2193,"Postdoc in cancer metabolism but into everything esp. science, music, politics, film. Wannabe #scicomm. Ngāti Whakaue. WGTN parody. Own opinions. she/her"
1385,Dr Amy Fuller,amyfullermorgan,FALSE,2186,80s kid & historian of #EarlyModern #Mexico (Sor Juana; La Llorona; narratives of conquest & conversion). Book: Between Two Worlds. High gif content 🤓 she/her
1213,💙 suzanne elliott 💙,5uzanneElliott,FALSE,2182,"psychology, community, homelessness & gender. Co-ordinating Psychologically Informed Environment projects across Leicester.
tweeting in a personal capacity"
2699,Nichola Osborne,Nitchola,FALSE,2180,Mum to 3 amazing boys. Associate Director of Safeguarding & Statutory Services @AlderHey 🌈 Queen’s Nurse 👑
1502,ThatGuyBloke 💙💙 (Bleedin' Obvious Parody),THATGUYBLOKE,FALSE,2177,ThatGuyBloke. Odd songs. Want to sort out this utter shitshow? Here you go: https://t.co/q181geRJMY On the Mastodon here @ThatGuyBloke@toot.community
1940,Darragh O’Reilly,darragh_reilly,FALSE,2173,Co-Chair Cambridge Uni Labour. @sdlpyouth @labour
2957,Secret Health Secretary (parody),SecretHealthan1,FALSE,2173,Not St*v*n B*rcl*y
2672,Veronica Price 📚💙🇪🇺,vonprice,FALSE,2170,"Clinical Outreach Librarian. Former school librarian & fan of children’s literature. PG Dip Library & Info Mgmt. Wife, mum, sister, friend. All views my own."
962,jacinta gregory 💙 #FBPE,jazzyntha,FALSE,2170,eternal optimist looking forward to the end
2857,Garret Lee,Blueslicker,FALSE,2168,"Husband, Singer, carer, National Collections Manager, occasionally rum sometimes uncanny, an actual delight.🏴‍☠️🏴‍☠️🏴‍☠️🏴‍☠️"
3410,Dr Anne Carson,DrAnneCarson,FALSE,2162,Radiologist BMA UK/NI Council member. Pensions nerd.Ex-Dep Chair BMA NI Council 2018-21. Ex-CHAIR NICC 2014-2020.Views my own.ReTweets are not an endorsement.
2405,Samuel McKay 🏳️‍🌈,drsmckay,FALSE,2157,"(He/Him) Northern community artist & theatre maker | Lecturer @LIPALiverpool | Dr. of Applied Theatre | https://t.co/qyC3VoHZwt 🇺🇦

Opinions all mine."
3465,Cate Edwynn,CateEdwynn,FALSE,2150,"Public Health doctor. Writer. Likes well thought out opinion, music & creativity. Opinions mine. RT not necessarily my thoughts, but interesting."
1383,Cassidy Smith,_changingtime,FALSE,2140,"Lover of penguins, books and worrying too much. PhD candidate @uofglasgow researching the construction of victimhood in true crime narratives (She/Her)"
2916,Osler,oslertech,FALSE,2137,"Free access to hundreds of podcasts, journal reviews, modules, articles and quizzes for healthcare clinicians worldwide"
3427,oesen,omeresen5,FALSE,2137,"I love flowers and birds. I like reading stories & poems, listening to music and write poems & short stories in my spare time."
3319,Marie,marieclarkg12,FALSE,2131,
2418,Michelle Obama,omgeze,FALSE,2130,"the modern day Diana Ross, the black Michelle Pfeiffer and a force to be reckoned with."
423,Beverley Molineaux,bevmolx,FALSE,2123,"💙Wife to Al, 4 daughters, 2 granddaughters, 4 grandsons. Practice Nurse, #FreePalestine #FreeGaza #inclusiveChurch #JoinaUnion #Unite"
2492,Jonah,jonahsend,FALSE,2123,"Everyone Matters,  Everyone Everywhere, Always, without Exception."
1598,off-brandon,dropkickpikachu,FALSE,2110,"he/him

insta/tumblr: dropkickpikachu
cohost: dropkick
@dropkick@mastodon.social
discord: dropkickpikachu#6006

venmo: brandon-lilya
https://t.co/vAvkZpLolM"
2448,fathimafildza,fathimafildza,FALSE,2108,"Doctoral Student - Development Studies  SOAS, University of London | @LSMDatSOAS alum"
1102,Steph Mulrine,StephMulrine,FALSE,2107,"Sociologist. Social Justice. Inequalities. Settings of Care: End-of-Life, Care Homes, Custody. Trustee @ThriveTeesside. She/Her."
1950,Geetha கீதா,geetreddy,FALSE,2104,Liberation | #Decolonisepsychology #Readsura | She/they | Views own
3582,Toni Russo 💜🤍💚💙,amnerisuk,FALSE,2102,Bariatric Nurse Consultant (and patient). Media expert on obesity issues. Ex midwife. ADHD. Love opera. I ignore most DMs.
1428,Lo 🫧,looschap,FALSE,2102,fruit enthusiast @loisrchapman_
772,HSN,MHA_92_,FALSE,2095,Commentweeting | RTs and likes are NOT endorsements
3516,HSN,MHA_92_,FALSE,2095,Commentweeting | RTs and likes are NOT endorsements
2417,HSN,MHA_92_,FALSE,2095,Commentweeting | RTs and likes are NOT endorsements
2393,Lewis Turner,lewiseturner,FALSE,2091,Lecturer in International Politics of Gender @NclPolitics & political ethnographer of humanitarianism in 'the Middle East.' he/him
3392,Mamun,Mamun24,FALSE,2088,Youth and Community Activist trying to save the World!!! starting with Tower Hamlets.. RT not Endorsements... Views are mine
2048,UNISON Yorkshire & Humberside,unisonyh,FALSE,2086,The official twitter account of the Yorkshire & Humberside region of UNISON. Join us today: https://t.co/JcARzjMi6i | @unisontheunion | #UNISON
346,emma,talkfastash,FALSE,2084,tpwk • 21 • she/her
2822,Wylie Horn 🌍 @wyliehorn@mastodon.social,wyliehorn,FALSE,2084,Passionate naturalist & thrawn gadgie. Tha mi ag ionnsachadh Gàidhlig. Bruidhinn Gàidhlig rium mas e ur thoil e.
2481,international superspy,SadeLoves_xox,FALSE,2084,Marketing. UX Writing. Dancehall Is Life. Certified Lover Girl.
3593,Andrew Green,DrAndrewGreen,FALSE,2081,"Deputy Chair of BMA Medical Ethics Committee. Member of BMA Board of Science and Yorks Regional Council
Retired GP
(Personal account)"
2193,Jacqui Mc Menamin,jackmcme,FALSE,2080,"mother /carer to autistic adult,bookworm, poetry geek,Omagh girl"
963,Steve Kean 3.5%,vespalien,FALSE,2080,overeducated woke scouse septagenarian crusty lefty elite
2959,jim fear,nickhexum311,FALSE,2075,xvx / @hatefilesohio / @oscarbaitchi / @cobrapitoh / @mastershakepod / @resignationband / pfp: @moshxmedic / b: @natsparaccio / 💘: @octopuswarrior5
2518,Sam Harris,SamHarriss00,FALSE,2075,"23 |🌹| ACORN | UNISON |
                                      Chair of Nottinghamshire Young Labour"
3326,Pauline Snaith 🌹💙💙💙🐈‍⬛#FBNHS #ToriesOut,SnaithPauline,FALSE,2070,"Survived COVID lockdowns, but will we survive the Tory Party🥳"
950,J.Zetter,Zettersletter,FALSE,2068,"Corbynista and Newham Socialist Labour.#GTTO
#NewhamResists
Retweets are not an endorsement."
1555,Simon C,scserendipity1,FALSE,2063,Medical oncologist. Views my own. Retweets are not an endorsement.
105,Teresa Mick Lynch Fan Club,McNallyTeresa,FALSE,2063,"Nurse, Feminist, Lefty. Member of The Northern Independence Party in the hope of seeing some real change for ordinary people."
913,Cheats Don’t Prosper,Scubeedo,FALSE,2062,
2890,Cheats Don’t Prosper,Scubeedo,FALSE,2062,
2072,@MxFrankDuffy@toot.wales,MxFrankDuffy,FALSE,2053,freelance designer / illustrator / printmaker for hire. I work for the good guys. Non-binary - they/them. Dysgwr. 🌱🏳️‍⚧️🏳️‍🌈🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿
603,Ali Zartash-Lloyd 🇬🇧🇪🇺🇪🇸,Cognisant2000,FALSE,2044,"Experienced Business Leader escaped from large multinationals to run own businesses (Yes 3 of them!). Small is beautiful!

Now also on @AZL@ohai.social Join me!"
683,SandraFaye #WelshLabour 🌹🏴󠁧󠁢󠁷󠁬󠁳󠁿,lee1_sandra,FALSE,2042,"Socialist, Corbyn supporter. For the many not the few.  Free Julian Assange"
681,❄️✨Skyler-Faiyaz ❄️✨,PENGRIFFEY97,FALSE,2041,October’s very own 🦉 @Manutd. Football | NFL/College Football | NBA/ College Basketball. Avid Vinyl Collector.
3322,Eileen Rushdi,hausofrushdi,FALSE,2035,#JC4PM #LFC #FreePalestine #SaveOurNHS
585,Anthony Lee,Ant_lee,FALSE,2035,"Global Creative Marketing | Passionate about Music, Theatre, Class"
1180,tesha 🦭,teshanebwe,FALSE,2029,#FreeCongo 🇨🇩 // please approach my account with common sense // 👑🐝 // click it👇🏽
1873,beth 🪷,bethstockss,FALSE,2023,"21, UoM (✿◠‿◠)"
689,🕷️How To Destroy Anglos🕷️,Patricipacion,FALSE,2022,My goal is the happiness of all humankind.
1423,Emma Garnett 🌻,eegarnett89,FALSE,2014,"Researcher at @LEAP_Oxford at @UniofOxford.
Sustainable food (🥜🌾🥗) & transport systems (🚄🚎🚲). Climate action. Nature. A good life for all!
She/her"
3172,Annette Scambler,annettescambler,FALSE,2013,"Socialist, Sociologist and Feminist #CorbynPeaceandJusticeProject #EnoughisEnough"
410,A&E Reg,G_O_M_E_R,FALSE,2012,Sweet and Tender Hooligan (GOMER = Get Out Of My Emergency Room)
2126,🐇年大吉❄️雪花🐕🐩🐶🌺,99_secretgarden,FALSE,2007,"I love my doggies 
I love my garden
#BlackLivesMatter 
#AdoptNotBuy
#Rescue
#MilkTeaAlliance
#Succulent 
She/Her
#iamtheTYPOQUEEn
pfp credit niao niao"
927,Carly Heath,Carlybag,FALSE,1997,"Night Time Economy Advisor for Bristol | Music, Arts & Culture geek | Chair @BristolNightsHQ | Press: newsdesk@bristol.gov.uk | Views mine.👍/🔁 ≠ endorsement"
92,aspiring femcel,femilolaisdeath,FALSE,1996,25 year old loser. cats & communism. Àkókó-Ekiti (🇳🇬). almost Vegan 🌱.
1359,Jenny Wheatley,JenjenLaird,FALSE,1991,wondering what on Earth be happening. #wildbird #autistic #human #nature same-same-ish on… https://t.co/aCZTPRXSzz
1215,Jenny Wheatley,JenjenLaird,FALSE,1991,wondering what on Earth be happening. #wildbird #autistic #human #nature same-same-ish on… https://t.co/aCZTPRXSzz
1942,Phil Williams,scottishphil83,FALSE,1975,"GP Partner, Hon Sec BMA Lincoln Division, East Midlands Regional Council, St Swithin’s Church PCC as Deanery Synod Lay Chair. husband. father."
3325,Carol B 💙🌻🇺🇦🌻🇺🇦,CB0783,FALSE,1973,Finally retired. Hate what the Tories are doing to this country. We need to save the NHS.  No DMs.
1771,Ephemerawoman,ephemeragrrl,FALSE,1971,ADHD goblin. Spoonie. She/Her. “My feminism will be intersectional or it will be bullshit” (quote from @redlightvoices) Constantly tired of your bullshit
1696,Robert Lloyd,ClwydEnComu,FALSE,1969,🏴󠁧󠁢󠁷󠁬󠁳󠁿 in 🇫🇷 • fmr chair Labour for an Independent Wales • rare books & dh
3560,Jonathan Foulds PhD,JonathanFoulds,FALSE,1963,"Professor of Public Health Sciences and Psychiatry at Penn State University, College of Medicine. Tobacco and health.  @PSUPublicHealth 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇲"
2311,Sarah Birch,sarah_d_birch,FALSE,1951,"Cult classic, not bestseller. Clinical trials."
2494,Steven Longden ستيفن لوجدن,mrlongdenextra,FALSE,1947,Retweets are not endorsements.
59,🏳‍🌈,ThirstyForGaga,FALSE,1947,"Dysfunctional, troublesome member of the family."
3074,Martin Porritt,MartinPorritt,FALSE,1946,"Socialist, Trade Unionist, Anti-Fascist, Animal Rights, Vegan, Radical History #StopTheCull Retired, former civil servant, former trade union tutor #Seagulls"
879,shalisa🫶🏾,_amiraae,FALSE,1946,free 🇵🇸
3208,Javier Gonzalez,golagunas,FALSE,1946,"M.D. Militant Maxillofacial Surgeon, looking for the perfect menu, artcollector. Former President of SECOM. Now, Head of Department in Hospital Quiron Barcelona"
2313,عييووش💋,3aayushhh,FALSE,1943,DATES AVAILABLE FOR JAN & FEB💄Make Up Artist 📍London DM on twitter or IG/email for bookings
553,Fred Politically Homeless Flintstone,Iwontcalmdown,FALSE,1941,"Free speech is a right of the individual, not a privilege of the mob. Socialism doesn't work, and never will."
3174,mammaanji,mammaanji,FALSE,1935,"A teacher, mother, writer @TES (TimesEdSupp.), @Mirror @MetroUK @Opendemocracy, @Huffpost @Podcast co-creator @Hijabihalfhour | TV commentator & Radio Presenter"
171,The Man in the Black Pyjamas,pyjamas_black,FALSE,1930,Anonymous writer.
3500,Trishika #LiveableNHSBursary,TrishikaSuji,FALSE,1928,•Intercalating (cardio) Med Student 4/6 •🇮🇳🇬🇧 •Tweets my own views •Co-founder #LiveableNHSBursary •DAUK Med Students Committee •Tofu-Eating-Wokerati •🏑🎷•
2529,Trishika #LiveableNHSBursary,TrishikaSuji,FALSE,1928,•Intercalating (cardio) Med Student 4/6 •🇮🇳🇬🇧 •Tweets my own views •Co-founder #LiveableNHSBursary •DAUK Med Students Committee •Tofu-Eating-Wokerati •🏑🎷•
1882,Kimberley Bond,KimberleyBond94,FALSE,1920,"Simmons ambassador. Features @MetroUK. Previously showbiz @EveningStandard, entertainment @RadioTimes. Maybe she's born with it? Maybe it's sertraline. She/Her."
1437,Dr Katie Cairns,kiityc,FALSE,1917,A GP. All comments are personal opinions only. Based in Belfast. Unapologetically Pro-choice. She/her.
430,Neil Atkin,neilatkin37,FALSE,1914,"Railway enthusiast. Not a railway professional. Views,hair and teeth all my own. #keeptheguardonthetrain #strikingisalastresort #solidarity"
2028,Nazmia Jamal,houseoflabrys,FALSE,1907,"She/her. Queer. Views my own. 
Trans solidarity always
Book club @lezreadcardiff 
Lesbians Talk Issues Revisited - IG @lesbians_talk_issues"
1427,Cydney 🦋,cydneythelight,FALSE,1906,not like a regular mum i'm a cool mum. creator of content. self love advocate. body acceptance. spiritual babe. here for astrology and shits & giggles 🌚
3096,dido diam 💙,DidoDiam,FALSE,1903,Whistleblowers. NHS. LFC. JFT97 European citizen
1366,Natasha Mulenga🇿🇲🇬🇧,SampaTasha,FALSE,1903,"Author & Producer @Reuters|
words: @TeenVogue @BritishVogue @RecordingAcad @MTVNEWS @NME @i_D
IG: @sampatasha
Host of @asoulfulstorm|
natashascmulenga@gmail.com"
1819,'Michael of Sussex' 🇬🇧🇮🇪🇪🇺🏳️‍🌈💙🇺🇦,MCY1X,FALSE,1901,British🇬🇧& Irish🇮🇪 Citizen🇪🇺 From the Sunny South Coast of the UK of GB & NI. Liberal🔶 Unionist🇬🇧 Monarchist👑 Atheist⚛️ #LoveWins🏳️‍🌈
1831,M W isn't here.,mattd_williams,FALSE,1901,
3480,ViralPseudotypeUnit,ViralPseudotype,FALSE,1896,"VPU is an R&D laboratory with PIs @NJTemperton, @SDScotty74 & @ewrightlab: expertise in developing virus pseudotype-based tools and assays. Labs: Kent + Sussex."
3595,Hazel Kirwin,HazelKirwin,FALSE,1894,Medicines Safety/Diabetes Pharmacist | Clinical Fellow 🎓 | Chair of Regional Members @GHPPharmacy @UnitetheUnion | Chair of @WBayLabour 🌹| Eurovision fan 🇪🇺
1874,alex,alexsmcintyre,FALSE,1889,he/they. 23
1734,Stephen Wigmore,stephen_wigmore,FALSE,1887,"Dr of Philosophy: Max Scheler, Ethics, Religions, History of Ideas. Anglican Christian & parish treasurer. Conserving conservative."
3114,Dr Arjun Ghosh (London Cardio-Oncology),arjunkg,FALSE,1874,"Consultant Cardiologist (Cardio-Oncology and Imaging) Barts Heart Centre and UCLH.
Honorary Clinical Senior Lecturer UCL & QMUL. 
Cardiology TPD, NEC Thames"
2982,🏴󠁧󠁢󠁳󠁣󠁴󠁿🏉 Cloudy 🏉🏴󠁧󠁢󠁳󠁣󠁴󠁿,SmellMaCloud,FALSE,1867,"Scottish lover of rugby, pubs and a drink. Tends to get banned for being rude to racists and covidiots. Alt: @smellmaclouds"
3386,socialite distancing.,precioussxx,FALSE,1865,Strategist | Behavioural Science & cultural insights 🥽
3348,DeinAyurvedaNet2,Net2Ayurveda,FALSE,1862,
1482,Precious Adesina,precadesina,TRUE,1858,"Writer, radio host, culture lover with words in BBC Culture, FT, The Economist, New York Times, The Guardian, Soho House, gal-dem, etc. Catch me on Netil Radio"
2363,Dr Katy Pilcher,K_Pilch,FALSE,1857,"Senior Lecturer in Sociology. Research interests: sexualities, gender, ageing, embodiment, visual sociology. Views my own not that of my university"
1266,kenny,kennychild,FALSE,1854,"❤️ my family, former RAF ,  aviator 😂😂, chef, Stroke survivor, proud Ambassador for @HospAction #wevegotyou views are mine only contributor  @csummerballs"
1791,Phil McDuff,PhilMcDuff,FALSE,1853,"Telegram: https://t.co/sxYhfph0Ge
Mastodon: mcduff@mastodon.social
Discord: Greenslade#6134"
1956,Maz,EstibalizTerron,FALSE,1853,Events organiser. Immigrant stealing jobs since ‘96. Intersectional feminist. Keen reader.  Slow runner. I cut my own fringe & it shows; She/her
2268,Fred Cooper,drfredcooper,FALSE,1851,"Historian of loneliness and shame. Research fellow at @wcceh; also interested in co-production, culture, and policy. He/him."
3219,Forrestt ⧖ Dweller 🌿,forresttdweller,FALSE,1849,🌍 Oilternative Rebelle Demand the Truth Proud to be on the right side of #CivilResistance
527,Chris Midgley,ChrisMidgley20,FALSE,1847,"Grey haired, wrinkled, still here. Joyfully retired art educator. Battling weather to garden back in Scotland."
2189,chloe ellen,chloellene,FALSE,1836,"probably discussing either the real housewives or early modern princesses, which tbf are basically the same thing ✨ she/hers"
596,chloe ellen,chloellene,FALSE,1836,"probably discussing either the real housewives or early modern princesses, which tbf are basically the same thing ✨ she/hers"
1534,chloe ellen,chloellene,FALSE,1836,"probably discussing either the real housewives or early modern princesses, which tbf are basically the same thing ✨ she/hers"
1262,"Horace Goodwill, tonicke purveyor",eff_hey,FALSE,1830,"Content Homunculus. Purveyor of Britane & The ſpains' Moste Efficaciouse Tonickes, Aquae Vitarum &c.
| he/him | #EmeryGang 💜💙"
3081,Dhruv Parekh,drdhruvparekh,FALSE,1829,"Associate Professor Acute, Critical Care and Respiratory Medicine at University of Birmingham, Consultant at UHB Trust. Director Birmingham NIHR CRF #FLIER"
1654,Dhruv Parekh,drdhruvparekh,FALSE,1829,"Associate Professor Acute, Critical Care and Respiratory Medicine at University of Birmingham, Consultant at UHB Trust. Director Birmingham NIHR CRF #FLIER"
382,Iain Dooley,iainpdooley,FALSE,1818,Professional curmudgeon. 1st world moan specialist. Car hack. Chod aficionado. Likes: old French+Italian cars. Dislikes: politicians.
2411,David,lividinlincs,FALSE,1817,"Republican, anti-Tory, anti hard right or hard left wing, FBPE"
2585,NHS Voices 💙,nhs_voices,FALSE,1814,"A platform for NHS staff to speak up about the reality of working on the frontline. NHS staff, we want to hear from you. DM’s open. #NHS_Voices"
1982,NHS Voices 💙,nhs_voices,FALSE,1814,"A platform for NHS staff to speak up about the reality of working on the frontline. NHS staff, we want to hear from you. DM’s open. #NHS_Voices"
546,Mike McTimoney,miketually,FALSE,1813,"Dad of two, rider of bikes, teacher of physics, Green.

@miketually@mastodon.social

(he/him)"
2102,paul 🇵🇸,ptfen,FALSE,1808,"abolish the police and the home office | white cishet middle class dad (Paul, he/him)"
1098,Mikey Cyrus,otorhinosaurus,FALSE,1808,Hindu. MUFC. Amateur Investor. Inventor of the Turbo Lassi. Nothing to do with my workplace so don’t bring them into it.
1514,Aden Harris 🌹🌍,Aden_Harris_,FALSE,1808,Bristol things and press things occasionally…
424,Cherry Beesley,elliemaybeesley,FALSE,1798,
1042,Hazza,hmatthews92,FALSE,1796,
2148,"Lexi Rachael, Agent of GIRL",LexiCrowley,FALSE,1794,"(They/she) Kesha, Comic books, Frozen 2, animal print, Jem & The Holograms.💕🖤💜💖 #BlackLivesMatter Feminist"
1920,Rebecca,arbitrarygenius,FALSE,1791,Arbitrarygenius almost everywhere. arbitrarygenius@bbq.snoot.com
1297,Dr Triona Fitton,TrionaJane,FALSE,1790,Senior Lecturer @UniKent @SSPSSR; SFHEA. Sociologist of #charity #secondhand cultures & inequalities in #HigherEducation. Views my own/gratuitously retweeted.
1332,Dr Triona Fitton,TrionaJane,FALSE,1790,Senior Lecturer @UniKent @SSPSSR; SFHEA. Sociologist of #charity #secondhand cultures & inequalities in #HigherEducation. Views my own/gratuitously retweeted.
3510,Paul Lyons,Plyons251,FALSE,1788,IMT2 doctor in Glasgow. I like teaching. I like cake. I love Harry Potter...and the views here are my own 🌝 he/him 🏳️‍🌈
1995,Seema Syeda 🚩,SeemaSyeda_,FALSE,1784,"Socialist, fighting racial capitalism / Co-Author ‘Creeping Fascism’ / Comms & Campaigns @another_europe / Exec @LSWUnited. Own views."
338,🦣 @cheetah_spottycat@toot.cat,cheetah_spotty,FALSE,1783,This is my private account. Things I post here might not be representative of the organisations and companies I work for.  Avatar by Alector Fencer.
1908,Peter. ✊🏻✊🏼✊🏽✊🏾✊🏿🚴‍♂️(he/him/his),PBXscribes,FALSE,1782,Interviewer Extraordinaire - powered by ADHD - find me on @quicklinkpod maybe; not sure anymore
2157,Frank Pearson,jagxjr40,FALSE,1782,
650,KloppLFC,paisleymarley18,FALSE,1782,"Family,LFC,Justice 97,Dog Lover, HATRED for torys.loath vegan fads,despise baddiel,
lipman.Loath starmer."
467,● Rob Webb 🇪🇺🇬🇧🇮🇪 #ForeverEuropean,spidierobb,FALSE,1780,"Leftie Dylan fan, grandfather & would-be builder. #NHS #ForeverEuropean, #RejoinEU , #FBPE #StandWithUkraine 🇺🇦🇺🇦"
3570,amelia💗,ameliabailey_,FALSE,1780,
2560,Seán,seangran_,FALSE,1777,"Artist Services @twitch. Creative, DJ and Designer @staycoolfam. https://t.co/mVuap91m6Z"
2329,Julie,Blondie63jap,FALSE,1771,"""You never really understand a person until you consider things from his point of view...until you climb into his skin and walk around in it."""
538,Wokeness Is Ruining The West,DnellStephen,FALSE,1767,Brexit. People who live under the law should be able to choose the people who make the law. Everything woke touches it destroys it must be defeated.🇮🇪🇬🇧
129,amy hughes,amyhughesphoto,FALSE,1764,photographer | she/her | THFC |
2469,UniteNot4Profit,UniteLE524,FALSE,1762,We are Unite LE524 branch dedicated to members working in the Community Youth & Not For Profit Sector in over 500 organisations.
3146,Justin Parkhurst,justinparkhurst,FALSE,1761,"Assoc. Prof @LSEHealthPolicy. Author 'The Politics of Evidence' (free as ebook at https://t.co/tfBcOOhYYc). Global health, evidence & policy. 🇺🇸🇬🇧🌍"
3205,Dr Nina Baker,ninabake2,FALSE,1756,"Independent historian, history of women in engineering, aviation, construction history. Ex-MN. Deacon of Incorp of Hammermen of Glasgow. Beneath the Radar book."
3423,Unjum Mirza,Unjum_Mirza,FALSE,1756,Socialist Tube Driver. Hate Tories. No to Austerity. No to War. Refugees Welcome. Strictly adhere to the 11th Commandment: Thou shalt not cross a picket line
502,Alex Wanjiku Kelbert,WanjiKelbert,FALSE,1755,abolish the bio-industrial complex
459,bels,belcascata,FALSE,1754,
2738,AlisonB,ABalharry62,FALSE,1752,Media sort - ex @BBCRadio4 @bbcworldservice @AJEnglish (ah but before the English channel) oh and @bbcradioscot
2504,Furgie | 🏳️‍🌈🇵🇰🇬🇧,furgieofficial,FALSE,1751,UX/UI + Gamer/Streamer 🎮 - Writer & Actor 🎥🎬 - Mental Health. on BBC sounds (Heart & Soul) #LGBT furgiebusiness@gmail.com for PR/Collab
1669,Tom,ImGeeze,FALSE,1746,you know dem man dere
1368,Thomas Smith,SmudgeThomas,FALSE,1743,"Norfolkman in exile in London. Expect trains, random observations and pro-LGBT content.
🌈He/Him
Gay; Methodist; Opinionated"
1182,Gedds,Geddli_,FALSE,1738,"Putting the pathetic in apathetic.
Streams at https://t.co/3p8HJr7EpF
#TransRightsAreHumanRights"
2751,Minjaš Žugić #FBPE #RejoinEU #ProEU,Minjas_Zugik,FALSE,1737,
2328,Ruby Naldrett,rubynaldrett,FALSE,1735,senior social media editor @dailymirror @dailystar 🌟 all views and bad jokes are my own 🫡
1087,cat,catttt_lee,FALSE,1734,Unite Hospitality Combine Organiser • Scottish Young Labour Chair • None so fitted to break the chains than those who wear them
1628,Ban Hass,BanHass,FALSE,1733,"🏋🏾‍♀️Anti #fitspo Fitness Trainer, Trainee not a therapistyyy Psychotherapist ⚠️ Comic relief only"
3198,Gary Elliot,GaryE1869,FALSE,1733,"Ayrshire Dad of three, SNP member...native Scots speaker, Gaidhlig learner, Killie fan"
2064,Stuart,_buggleskelly_,FALSE,1732,I make silly train stories on the YouTube. Almost always subtweeting Lunch Ryan. Hostage-holder of THE Smudger nameplate. He/him. https://t.co/vTWp3zbvHs
1283,Marl Karx with a Vengeance,BareLefter,FALSE,1732,
2017,Cathy Brennan,TownTattle,FALSE,1730,"Queen of The Simpsons Memes, Trans (she/her) Writing: https://t.co/XDyTD2oZuW Editing for @yearzerocinema alt: @RawCoconutOil"
